Layer,Name,GEOID,Longitude,Latitude,"Uninsured rate (% of residents), 2015-2019","Homicide (crimes), 2017-2021","Major crime (crimes), 2016-2020","Violent crime (crimes), 2016-2020","Eviction rate (% of renter-occupied households), 2018","Severely rent-burdened (% of renter-occupied housing units), 2015-2019","Traffic crashes (number of crashes), 2021","High school graduation rate (% of residents), 2015-2019","College graduation rate (% of residents), 2015-2019","Unemployment rate (%), 2015-2019","Median household income, 2015-2019","Per capita income, 2015-2019","Poverty rate (% of residents), 2015-2019","Demographics, Non-Hispanic White (% of residents), 2016-2020","Population (residents), 2015-2019"
Census tract,Tract 813,17031081300,-87.6207531,41.8983354,3.671425922,0.25,508.6,29.8,0.5,21.01328904,208,98.9015544,81.34715026,6.043214045,91441.11254,93245.38983,13.25792694,75.75969263,5393
Census tract,Tract 814.01,17031081401,-87.6197175,41.8950347,3.057553957,0,277,38.4,0.89,26.40949555,366,98.1769437,81.39410188,2.548209366,84814.82198,111103.5982,12.63686131,79.69592938,2224
Census tract,Tract 814.02,17031081402,-87.612931,41.8910215,0.70783932,0.25,163,14.6,0.36,19.80552712,216,98.08333333,86.875,2.880886427,126635.6572,120026.3381,11.9801805,62.62663474,5651
Census tract,Tract 814.03,17031081403,-87.6132562,41.8894126,0.863905325,0,633.2,44,0.53,18.50173287,250,99.55720611,86.03056706,2.40337772,122663.2772,111136.4804,11.91715976,57.38229132,8450
Census tract,Tract 815,17031081500,-87.62623,41.892559,1.371378014,1,869.4,85.2,0.31,18.74236874,346,99.33677229,88.1847212,1.704061346,114394.9988,140413.2926,8.969508124,62.00215285,4521
Census tract,Tract 816,17031081600,-87.6288737,41.8921063,0.717821782,0.4,266.4,36.2,0.12,9.183064997,183,98.94436519,87.38944365,1.279030629,138606.8939,118623.0113,5.866336634,74.36026091,4040
Census tract,Tract 817,17031081700,-87.6318681,41.8920668,2.112676056,0.5,608.4,80.8,0.25,13.20564516,449,99.45039846,91.12393515,3.094890511,107936.3013,106763.1498,7.916464303,73.54352296,4118
Census tract,Tract 818,17031081800,-87.6377985,41.893257,1.1781889,0.4,532.4,70.6,0.53,11.86813187,448,99.67605004,90.48257373,1.226704411,158189.8259,129380.7893,3.029714508,71.6694004,10298
Census tract,Tract 819,17031081900,-87.641487,41.89799,7.30994152,0.75,35,9.8,0.5,13.93034826,36,97.96178344,67.6433121,0,205955.9722,121134.786,19.10331384,66.31779258,1026
Census tract,Tract 901,17031090100,-87.8135847,42.0152551,2.450840695,0,18.2,1.6,0,18.75,68,92.7715655,43.13099042,2.588483888,104423.2112,55103.1164,3.790253634,76.99368904,3509
Census tract,Tract 902,17031090200,-87.8130961,42.005594,2.60286783,0,52.4,6.4,0.15,22.20543807,151,96.50537634,51.79900744,1.210328133,115175.6855,70201.34271,3.55361596,84.65780084,6416
Census tract,Tract 903,17031090300,-87.8163644,41.9991127,1.269604182,0,12,1.4,,8.43373494,43.6459667,98.47328244,51.69029444,0.653594771,115154.4712,50462.4855,2.773613193,88.66666667,1339
Census tract,Tract 1001,17031100100,-87.7830136,41.989584,6.927175844,0.25,74.6,8.6,0.24,15.9334126,173,90.46013009,39.77354854,7.922367165,94856.61687,57108.92966,9.804618117,81.48277062,5630
Census tract,Tract 1002,17031100200,-87.7943145,41.9956583,0.511971089,0,63.8,7.2,0.22,14.81888035,252.8615281,92.90874525,39.79087452,4.519480519,85723.85528,49413.43774,9.847914471,74.03404885,6819
Census tract,Tract 1003,17031100300,-87.8044027,41.9887024,3.050620181,0,66.8,7,0.1,53.87673956,140,94.80906921,37.62927605,1.79973822,83942.91373,48573.35096,5.852758679,84.58142835,6259
Census tract,Tract 1004,17031100400,-87.8180411,41.9889687,1.909518214,0,23.8,0.8,1.67,11.66666667,57,92.11303248,40.57359764,3.868031854,105763.9557,43938.02365,3.760282021,74.42409923,3404
Census tract,Tract 1005,17031100500,-87.8197335,41.9780598,1.181506849,0,73.8,3.6,0.33,36.5448505,147.6277525,88.32968636,39.36299538,0.813295615,82677.47998,44669.91743,5.355285962,76.99288256,5840
Census tract,Tract 1006,17031100600,-87.7974007,41.9792049,5.822203673,0,78,8.4,0.22,12.39130435,163,92.71465742,33.91153513,1.75370226,82537.46552,39723.80044,8.490171476,64.57166563,4792
Census tract,Tract 1007,17031100700,-87.7976295,41.9721235,8.166023166,0.25,44.4,3.8,0.81,21.05263158,80,93.03607214,40.38076152,4.211956522,91171.69077,42822.1508,3.706563707,79.25050766,5180
Census tract,Tract 1101,17031110100,-87.7696729,41.9874756,5.458832064,0,65.6,6.6,1.09,24.18032787,142,92.64115601,33.31549371,5.043859649,82537.46552,36003.87072,9.938338774,58.00211045,5514
Census tract,Tract 1102,17031110200,-87.7734442,41.9800699,8.336025848,0.25,48.6,7.8,0.63,16.77148847,117,92.93064877,38.56823266,5.841708543,90663.60798,41985.24617,7.495961228,61.05568072,3095
Census tract,Tract 1103,17031110300,-87.7832349,41.9752907,8.628775089,0.25,65.8,7.4,0.57,10.4815864,167,88.67875648,30.62176166,3.371592539,87651.17558,37045.49347,13.05571187,62.14891612,5331
Census tract,Tract 1104,17031110400,-87.7726114,41.9729536,11.7873982,0,66,6.6,0.26,17.54617414,120,91.57924582,39.18344202,5.553525758,73185.13578,38784.00639,8.193870898,58.32589286,4666
Census tract,Tract 1105.01,17031110501,-87.7619249,41.9770023,9.280873494,0.25,79,6,0.45,21.65178571,91,87.15225089,38.2903389,5.054732775,89389.6885,35624.13452,7.727272727,50.90622537,5323
Census tract,Tract 1105.02,17031110502,-87.7598523,41.9702865,9.373251259,0.2,97.2,17,0.25,16.18569636,135,91.83673469,39.35860058,1.847465656,65928.78014,37235.36157,10.576385,60.50847458,3574
Census tract,Tract 1201,17031120100,-87.7750065,42.0019817,3.318903319,0,28.8,3.2,1.1,19.78021978,137,97.05683356,61.02841678,3.119180633,148942.507,60837.34511,1.827801828,82.83499446,4158
Census tract,Tract 1202,17031120200,-87.7576108,41.9945319,3.038853918,0,63.6,5,0.78,30.62015504,162.8970036,93.96365876,60.48660302,1.903937689,131098.0879,62028.52876,5.947471239,76.39907776,4607
Census tract,Tract 1203,17031120300,-87.740066,41.9911122,3.612884504,0,72.2,4.6,1.06,42.55319149,98,94.63990066,60.65811258,4.496973191,135212.6038,58347.84552,4.846198491,76.86785819,6892
Census tract,Tract 1204,17031120400,-87.7521624,41.9772355,7.298094983,0,62.2,7.2,0.46,12.32876712,172,90.10865493,42.11315099,3.616200579,105335.4266,41571.56707,6.695348212,54.69077568,3727
Census tract,Tract 1301,17031130100,-87.7208089,41.991104,6.923972071,0.2,138.2,12.4,0.11,15.58726674,258,89.41115702,47.52066116,3.661681279,50781.76091,34316.27214,14.1627543,62.6823262,5341
Census tract,Tract 1302,17031130200,-87.7328798,41.9809134,2.609802673,0,66.2,10.8,0,9.604519774,134,92.00680272,53.1462585,2.913752914,80481.79862,49660.58449,4.722399489,48.2509047,1571
Census tract,Tract 1303,17031130300,-87.7133915,41.9865589,13.28734798,0,94.2,15.2,0.2,24.58210423,65,80.49912943,38.82762623,7.882310207,62395.53637,27915.91402,20.19283245,37.68915791,5509
Census tract,Tract 1401,17031140100,-87.7057941,41.9710844,17.59549155,0.25,43.4,12.6,0.5,21.79327522,58,76.70157068,40.36649215,8.509485095,57696.56612,26704.57677,18.0651221,36.19447779,3194
Census tract,Tract 1402,17031140200,-87.7130043,41.9706949,21.07827727,0.5,142.8,33.4,0.47,23,126,72.98183653,33.72855701,2.892561983,49600.12369,21673.60252,26.33663366,32.1073259,6514
Census tract,Tract 1403.01,17031140301,-87.7231695,41.9692055,31.3138429,0.25,40.6,13,1.16,16.1849711,57,65.93344614,26.95995488,7.485465116,53743.27895,20469.69028,20.87912088,10.19830028,2839
Census tract,Tract 1403.02,17031140302,-87.7237891,41.9725485,12.97989031,0.503266418,68.2,16,0.29,13.46704871,51.75944209,82.81952473,37.92549775,5.616020897,80390.57708,30806.36412,13.52544133,45.62727746,4189
Census tract,Tract 1404,17031140400,-87.7389429,41.9715371,9.233857477,0,118.4,12.8,0.13,24.31077694,176,84.90882917,39.25143954,5.033238367,73404.70392,36817.43961,7.962529274,48.9980493,5978
Census tract,Tract 1405,17031140500,-87.7318319,41.9653619,20.18911321,0.75,121,18.6,0.47,13.88455538,110,87.74545455,36.72727273,6.172839506,70874.89714,30280.24916,8.979591837,32.6811211,3920
Census tract,Tract 1406.01,17031140601,-87.7258909,41.9646471,26.2993763,0,44.4,14,0.95,25.9047619,108,75.390625,23.4375,9.026297086,46658.75924,23581.82994,14.71408647,24.29539779,2886
Census tract,Tract 1406.02,17031140602,-87.7210166,41.964652,16.41970364,0.6,117.8,41.2,1.11,15.09259259,79,82.05283936,34.80109323,6.94259012,71319.33699,31351.57195,26.02712002,19.53551913,5003
Census tract,Tract 1407.01,17031140701,-87.7126524,41.9670375,22.85336856,0,90,23,0.26,17.27272727,83,81.53409091,34.32765152,4.579741379,75443.39937,32379.4054,11.62483487,20.60686896,3028
Census tract,Tract 1407.02,17031140702,-87.7135753,41.9635482,21.55187147,0.4,125.4,35,0.51,17.22627737,113,72.8464901,30.80483415,5.81920904,61211.77772,30499.8173,18.20367508,24.64244616,5882
Census tract,Tract 1408,17031140800,-87.7027751,41.9644942,6.009728542,0.25,117.6,24.6,0.36,17.76504298,109,87.8891258,53.51812367,1.316829076,78360.36736,47861.61077,11.51733877,54.71212609,6373
Census tract,Tract 1502,17031150200,-87.7524131,41.9606747,9.712369405,0.8,179.4,31.2,0.85,17.68813033,322,86.99382292,40.648593,7.67063922,71728.77322,38367.14515,16.3236246,55.54989817,7753
Census tract,Tract 1503,17031150300,-87.7622859,41.9605179,8.44568812,0.5,129.6,19.2,0.25,22.16748768,192,89.47368421,42.86726918,3.797468354,82605.35132,38320.47366,6.958402239,61.46543656,7862
Census tract,Tract 1504.01,17031150401,-87.7722648,41.9645676,9.411285394,0,58,8.4,0.27,26.46276596,86,91.3803145,36.34245778,4.758336456,66957.67431,32592.60924,9.553880627,57.91489362,4909
Census tract,Tract 1504.02,17031150402,-87.7720436,41.9567979,9.221902017,0,70.4,12.4,0.73,5.839416058,122,92.61342332,36.03299588,4.632662611,93033.2467,38920.83871,5.564304462,58.53107345,3817
Census tract,Tract 1505.01,17031150501,-87.7819639,41.9644762,5.68793236,0,36,5,0.76,1.767676768,42,90.6773743,29.85335196,7.320319432,80567.71659,38784.00639,6.482193185,55.78697601,3903
Census tract,Tract 1505.02,17031150502,-87.7818414,41.9567784,9.840977184,0,47.6,6.6,0.6,27.30923695,142,90.63136456,32.92600136,3.267659779,67687.44666,34688.58333,10.19598693,60.41778254,4339
Census tract,Tract 1506,17031150600,-87.7717578,41.9494731,10.53408811,0,68.8,12.8,1.02,27.66497462,118,91.34444839,28.98190848,2.798105898,72083.05224,34904.96932,4.950248756,43.65875912,4063
Census tract,Tract 1507,17031150700,-87.761958,41.9495915,12.26580065,0.25,69.6,9.6,0,21.71837709,99,85.98035896,30.27429732,1.946472019,80131.76246,35409.86996,14.67958271,41.31604697,4040
Census tract,Tract 1508,17031150800,-87.7521182,41.9497086,11.84046531,0,90.6,15.2,1.33,14.62333826,128,74.18727424,25.78494026,8.484648399,63557.01999,37173.84006,5.629414209,37.67193595,4814
Census tract,Tract 1510.01,17031151001,-87.7543527,41.9423826,11.20228327,0.25,41.2,10.4,1.61,15.43778802,55,82.59493671,23.94514768,5.417754569,69388.83453,29077.39764,9.201575367,26.66916729,2803
Census tract,Tract 1510.02,17031151002,-87.7471554,41.9424917,25.96075225,0,99.6,22.2,0.52,11.84895833,189,69.40553999,18.767507,4.851031322,66276.69487,25984.35085,5.028618152,22.38889931,4892
Census tract,Tract 1511,17031151100,-87.7617175,41.9422903,16.0262418,0.5,101.4,23.6,0.55,22.28320527,146,79.62018141,23.04421769,6.41025641,67952.62557,29374.39801,11.47141518,32.80344118,5335
Census tract,Tract 1512,17031151200,-87.7714953,41.942169,7.771017699,0,82.4,16,0.34,9.121621622,135,85.92681946,28.02573382,5.574406205,81553.12141,30423.44577,9.340354767,46.76092545,3616
Census tract,Tract 1601,17031160100,-87.7427951,41.9646284,8.435159637,0,68.2,10,0.22,33.48214286,108,87.64478764,39.98896856,8.352490421,72924.19974,37821.93731,10.9578242,52.01262826,2537
Census tract,Tract 1602,17031160200,-87.7384,41.9587937,3.618090452,0,61,5.6,1.17,18.18181818,85.01288771,93.50766456,49.90982867,3.514180025,90389.94334,51900.8159,6.298157454,61.72721479,3023
Census tract,Tract 1603,17031160300,-87.7308958,41.9572682,8.848520363,0.4,82.4,12.4,0.1,5.633802817,148,88.16016569,48.22229893,2.604166667,61063.27753,44663.55314,8.903908316,59.61328976,3524
Census tract,Tract 1604,17031160400,-87.7228239,41.9573657,14.95564005,0.2,125.2,20.2,0.88,13.033954,170,85.77120091,43.14171884,2.724014337,65568.13683,35118.17316,12.92170592,53.86538862,4734
Census tract,Tract 1605.01,17031160501,-87.7129732,41.9592098,22.39363026,0,100.4,20.4,0.4,11.34846462,88,77.01193685,35.61802079,4.776511832,64013.12771,28403.84321,9.430206519,23.18920408,4019
Census tract,Tract 1605.02,17031160502,-87.7130876,41.9555841,18.93268973,0.25,76.2,17.2,0.64,29.23076923,86,77.71035599,31.14886731,5.547515678,60328.2016,30307.82777,12.79163315,27.12350182,3729
Census tract,Tract 1606.01,17031160601,-87.7021491,41.9595316,15.38002981,0.25,62.2,13.4,0.45,19.69924812,43,88.97027143,51.227919,3.116011505,73587.14701,37664.9514,7.971445568,55.75054842,3362
Census tract,Tract 1606.02,17031160602,-87.7006348,41.956093,12.87817938,0,60.6,10.6,0.64,13.81074169,93,86.94372931,42.73630011,1.624548736,70830.34708,36776.0717,6.961178046,38.94139887,3735
Census tract,Tract 1607,17031160700,-87.7019833,41.950419,17.07662361,0.25,85.6,15.4,0.15,12.22056632,126,84.92451627,37.86944504,2.576361222,76707.7724,45640.47224,9.396566979,40.68259386,5811
Census tract,Tract 1608,17031160800,-87.7128146,41.9502131,21.34090493,0,150.2,17.4,0.27,18.35616438,218,77.00904737,29.21766897,3.877124963,66832.50986,29248.17285,8.510638298,28.26241135,5459
Census tract,Tract 1609,17031160900,-87.7226082,41.9500821,7.329635499,0.25,75.4,14.2,0,19.56912029,107,98.42873176,58.02469136,4.279686558,91285.18734,44812.05333,11.21236133,52.73275537,2535
Census tract,Tract 1610,17031161000,-87.7306829,41.9499766,5.665591893,0,88.4,13.4,0.6,15.36144578,113,95.41666667,57.63888889,3.293172691,94138.51239,50653.41432,6.678949793,59.91921005,2171
Census tract,Tract 1611,17031161100,-87.738155,41.94988,1.030421982,0,58.2,8.6,5.33,4.142011834,72.98711229,94.97816594,65.64774381,1.776198934,152146.9289,77806.67379,2.84592738,66.02941176,2038
Census tract,Tract 1612,17031161200,-87.7385701,41.9425489,14.83498879,0.25,39.2,9,0.82,22.40437158,82,77.52293578,28.25688073,5.929304447,72025.7736,32519.41986,9.993573265,31.67522465,3121
Census tract,Tract 1613,17031161300,-87.7310023,41.9426994,21.2869943,0.25,97.4,18.6,0,15,172,78.57142857,24.85272459,5.115436849,54709.5909,29393.49089,7.222373065,39.48329121,3732
Census tract,Tract 1701,17031170100,-87.7948168,41.9558596,8.120386144,1.5,61.2,8.4,0.79,34.12698413,131,90.04100762,20.67955477,6.327683616,57941.59143,38653.53837,8.177172061,80.52011776,1931
Census tract,Tract 1702,17031170200,-87.7815188,41.9493528,11.45444859,0,50,7.6,0,0,90,91.02658789,31.09305761,4.236453202,74913.04155,31194.58604,1.78476292,51.5175508,3754
Census tract,Tract 1703,17031170300,-87.7968278,41.9491248,11.81323833,0.2,69.8,7.4,0.18,22.76867031,206,87.84722222,28.92628205,1.855817273,71384.04064,30280.24916,8.194262141,58.0382948,5338
Census tract,Tract 1704,17031170400,-87.8127107,41.9489081,7.304846025,0.2,29.8,4.8,0.49,13.30049261,103,86.85918235,28.29331603,3.603603604,67399.99272,33274.64939,14.44258773,59.64048264,4189
Census tract,Tract 1705,17031170500,-87.8288957,41.9500779,4.783475267,0,41.4,5.2,0.25,26.9035533,101,94.5031205,29.40470475,2.650063857,94068.50516,38733.09204,5.616959594,72.76643566,5519
Census tract,Tract 1706,17031170600,-87.8307016,41.9412943,6.088709677,0,22,2.4,0.71,0,41,90.99627064,21.94992009,3.664921466,73476.83258,35479.87719,6.634499397,68.81083369,2487
Census tract,Tract 1707,17031170700,-87.822164,41.9414866,3.778184034,0,33,6.4,0.44,58.07860262,35,90.96196868,28.14317673,5.113268608,69193.66286,27230.69172,9.165402124,64.64188577,3295
Census tract,Tract 1708,17031170800,-87.8123713,41.9415761,7.699828893,0,53.8,10.6,0.58,28.4057971,110,88.7,22.93333333,2.928870293,66777.35265,31077.90732,5.398773006,55.50391389,4099
Census tract,Tract 1709,17031170900,-87.8116057,41.9361959,16.46937725,0,21.8,3.2,0.88,29.95594714,47,82.19278882,24.13539367,4.95951417,73144.82859,26775.64471,10.35548686,42.4,1943
Census tract,Tract 1710,17031171000,-87.7965238,41.9418072,11.31964809,0.5,101.8,14.6,0.65,33.90928726,185,87.55609955,26.51978784,3.927813163,84592.0717,41487.77054,4.231496292,60.5524385,6877
Census tract,Tract 1711,17031171100,-87.7812865,41.9420528,3.289309743,0.2,51.8,10.4,0.97,28.38709677,103,87.30099963,26.73084043,2.115384615,73539.41481,29718.06988,6.163868705,44.34719183,4013
Census tract,Tract 1801,17031180100,-87.7986731,41.9344789,11.94345141,0.5,81.8,14.4,0.36,21.41560799,149,89.97608176,20.70015221,2.62085032,61323.15286,36674.243,16.42833929,52.13270142,6228
Census tract,Tract 1901,17031190100,-87.7443889,41.9352176,19.07867917,0.25,121.8,21.4,0.35,26.21527778,145,71.40232701,15.7379057,3.218390805,43598.59464,20595.91544,14.10517733,9.433198381,2453
Census tract,Tract 1902,17031190200,-87.7516489,41.9351136,13.6861939,0.75,111.6,30,0.71,25.39229672,165,71.42068966,18.12413793,6.208499336,62424.17569,22681.28237,16.50318362,13.17753976,5838
Census tract,Tract 1903,17031190300,-87.7614635,41.9349864,16.70895252,0,98.4,21,0.32,38.13104189,158,67.35112936,19.17351129,3.914473684,57532.15519,24314.78445,19.97100399,30.35201149,5518
Census tract,Tract 1904.01,17031190401,-87.7809524,41.9347276,11.37915339,0.2,83.6,23.2,0.24,13.38199513,107,82.26652676,22.80517664,6.518082422,67620.62158,23084.35431,16.1341853,26.54264973,4394
Census tract,Tract 1904.02,17031190402,-87.7712318,41.9348596,13.81615599,0.25,154.8,30.6,0.53,6.332453826,143,74.35387674,17.55183187,4.982078853,56240.20355,25595.06821,7.892293408,29.72508591,5385
Census tract,Tract 1906.01,17031190601,-87.7804606,41.9274146,17.34324759,0.4,105.8,15.6,0.44,17.86492375,118,71.87404463,9.538367472,10.42028482,60217.88718,24028.39122,14.30589185,9.433569346,4976
Census tract,Tract 1906.02,17031190602,-87.7707371,41.9275604,19.42046856,0.5,93.8,20.2,0,27.20403023,205,68.87068461,14.07255705,6.401190919,58008.41651,20893.97653,12.60330579,20.3362256,5123
Census tract,Tract 1907.01,17031190701,-87.7614217,41.9297959,20.10968921,0.4,62.6,13.4,1.66,32.01663202,65,61.49103139,10.87443946,6.671899529,44836.44979,18077.77653,17.47714808,23.27526132,2735
Census tract,Tract 1907.02,17031190702,-87.7610395,41.9261631,22.21123418,0.5,77.2,23,1.05,43.30874605,127,57.36408567,10.87314662,5.564853556,43577.38033,19717.64289,29.84566045,9.819121447,5056
Census tract,Tract 1908,17031190800,-87.7513624,41.9278186,17.22054381,0.4,102.4,24.4,0.83,30,199,64.63279343,13.42356335,11.45863783,55107.35926,20949.13374,19.85522234,7.324794935,6951
Census tract,Tract 1909,17031190900,-87.7441048,41.9279225,17.00223714,0.4,55.4,12.2,0.48,35.10895884,107,67.36913664,8.021753909,4.803843074,58074.18088,20220.4221,19.89051095,5.781683626,2235
Census tract,Tract 1910,17031191000,-87.743801,41.9192297,13.44322344,0,87.2,14.6,0.78,36.07843137,155,65.2173913,8.130999435,7.482993197,58425.27776,21040.35529,16.66666667,4.936014625,2730
Census tract,Tract 1911,17031191100,-87.7509763,41.9196293,14.5950628,0.8,163.6,42.8,0.71,22.78738555,292,73.77854162,8.666830346,3.843843844,54543.05854,18584.7986,16.53874004,6.909416505,6927
Census tract,Tract 1912,17031191200,-87.7608269,41.9201432,24.27831236,0.6,89,22.6,0.74,27.91127542,154,50.9580292,6.204379562,4.717470192,53625.53952,16980.99656,24.00690846,2.996532937,4053
Census tract,Tract 1913.01,17031191301,-87.7802655,41.9201522,15.2760181,1.4,93.8,25.8,0,29.15662651,137,63.37485172,11.62514828,3.280461428,53084.57455,19810.98587,13.59276018,3.211729796,5525
Census tract,Tract 1913.02,17031191302,-87.7705334,41.9202289,13.75346809,1.2,124.2,40,0,24.44134078,134,65.91639871,9.099678457,9.570831751,48752.6119,21363.87356,10.75936686,6.454876568,5046
Census tract,Tract 2001,17031200100,-87.7376226,41.9350552,14.25964546,0,94,18.4,0.47,24.18096724,76,78.51932896,23.41356674,5.568338702,56979.52235,28650.98995,5.205336123,17.45414119,3836
Census tract,Tract 2002,17031200200,-87.7356282,41.9278523,13.92326733,0.6,104.2,28.6,0.36,24.19928826,157,68.8908927,14.87826871,5.751587862,49455.86637,23740.93729,19.22442244,10.61241611,4848
Census tract,Tract 2003,17031200300,-87.7341264,41.9234806,18.75977071,0.4,33,7.6,0.37,19.48529412,56,67.82178218,14.9339934,6.214689266,57064.3796,27786.50671,24.54403335,7.070707071,1919
Census tract,Tract 2004.01,17031200401,-87.7375419,41.9198285,25.23667839,0.4,61.4,15,0.55,26.43253235,82,57.50853242,8.660409556,11.06619505,47810.69642,18459.63415,20.50311063,7.935020306,3697
Census tract,Tract 2004.02,17031200402,-87.7296789,41.9196348,14.54098727,0.5,57.8,17.6,0.83,27.71285476,100,56.9924812,18.45864662,5.240363794,54859.1518,23267.85812,16.75228948,9.86267166,4477
Census tract,Tract 2101,17031210100,-87.7013309,41.9428681,12.89614822,0.6,98,12,0.49,22.48157248,182,83.58803987,48.90365449,2.905770029,86846.09242,40719.81242,9.921989274,49.24242424,4102
Census tract,Tract 2104,17031210400,-87.7303057,41.935745,24.12974684,0.25,54,8.8,0.7,29.4938918,93,73.17210349,21.03487064,6.428571429,54184.53666,30011.88811,20.12728719,23.64951085,2580
Census tract,Tract 2105.01,17031210501,-87.7223301,41.9374013,22.45301682,0.2,122.6,31,0.66,22.01533406,129,72.82275711,30.02188184,6.134371957,53586.29304,30515.72803,20.80448401,27.29090303,3033
Census tract,Tract 2105.02,17031210502,-87.7220524,41.9337846,21.29753915,0.5,96.6,21.2,0.39,24.14467253,70,83.44155844,30.98845599,4.733009709,59426.59331,27752.56381,26.75615213,26.16843034,4470
Census tract,Tract 2106.01,17031210601,-87.712214,41.9376356,11.43963393,0.25,71.8,16.6,0,9.694793537,68,79.23261391,43.50119904,6.253428415,80042.66235,37939.67675,11.51003168,26.32750397,2841
Census tract,Tract 2106.02,17031210602,-87.712572,41.934163,12.43890518,0.5,111.8,29.6,0.22,13.75137514,76,82.60869565,37.55259467,2.903739061,78670.09632,39099.03893,9.701857283,30.68125311,4092
Census tract,Tract 2107,17031210700,-87.7038401,41.9357029,10.44811321,0.75,82,16.2,0.11,16.12175874,55,86.30406291,41.87418087,5.064308682,72362.02045,34779.80488,21.89418989,37.94425978,4240
Census tract,Tract 2108,17031210800,-87.6989334,41.9357455,26.69527897,0,26.8,4.4,0.81,7.287449393,69,80.89244851,42.10526316,3.237410072,64648.49637,41163.19155,7.124463519,40.67197171,1165
Census tract,Tract 2109,17031210900,-87.6933366,41.9354391,7.979071288,0.25,58.8,9.6,0.32,46.85990338,128,89.88149499,53.96536007,0.99009901,93520.11518,44790.83902,9.25441465,53.66165654,3058
Census tract,Tract 2203,17031220300,-87.6950863,41.9284647,4.541015625,0,69.6,4.2,0,7.029478458,69,93.28899637,67.77509069,4.291553134,104982.2083,60015.29049,7.080078125,63.56177606,2068
Census tract,Tract 2204,17031220400,-87.6999684,41.9284314,2.511831088,0,100.2,13.4,0,2.605863192,92,93.92239364,73.91304348,3.459119497,109566.6213,53044.26735,4.705882353,68.28908555,2747
Census tract,Tract 2205,17031220500,-87.7049111,41.9283965,8.549740312,0.000880274,140.2,14.2,0,11.12637363,116.8910426,97.53602975,72.89632729,0.740740741,100602.5135,56292.17862,10.14782261,59.30979133,2503
Census tract,Tract 2206.01,17031220601,-87.7128836,41.9258252,6.203473945,0,36.8,7.2,0,25.48596112,50,94.75383374,54.47941889,2.089552239,82331.68668,45957.62621,12.09677419,54.30107527,1612
Census tract,Tract 2206.02,17031220602,-87.7119812,41.9293272,9.751121991,0.399297451,163.6,35,0.15,14.06959153,127.1089574,90.5561674,55.75440529,4.550862582,55330.10954,38764.91351,15.42227662,59.25768823,4916
Census tract,Tract 2207.01,17031220701,-87.7215651,41.9261554,14.78369125,0.25,55.2,9.6,0.52,14.43298969,62,89.85902683,36.33469759,4.6875,74852.58076,34547.50815,13.18922306,23.78921718,3213
Census tract,Tract 2207.02,17031220702,-87.7242313,41.9293687,16.65812404,0.2,91.4,16.6,0.64,28.02139037,146,84.24603175,36.58730159,6.211180124,68301.60101,31852.22973,20.96360841,34.15162455,3902
Census tract,Tract 2209.01,17031220901,-87.7212483,41.9191816,10.94062708,0.4,61.8,17.4,0.48,23.40764331,43,73.80092831,27.17895823,7.902735562,51378.94381,24327.51303,25.30926112,20.76710435,2998
Census tract,Tract 2209.02,17031220902,-87.7218357,41.9227112,9.793447293,0.25,68.4,16.8,0,17.66784452,84,84.19057932,28.37033027,2.864417568,60619.8984,28502.48976,14.24501425,23.41751394,2808
Census tract,Tract 2210,17031221000,-87.7152526,41.9209604,13.24431613,0.25,72.6,20.4,0.14,23.99425287,30,86.86052773,39.68766828,5.395683453,60443.81961,30941.075,24.35665096,35.11256354,2771
Census tract,Tract 2211,17031221100,-87.7103609,41.9210205,14.76078095,0.25,117.6,19.2,0.3,18.74527589,95,90.53351573,49.79480164,4.810360777,69941.46738,36972.30409,18.79425016,48.28278323,4868
Census tract,Tract 2212,17031221200,-87.7046499,41.9210831,4.757403907,0.4,62.8,8.8,0.13,14.28571429,58,96.53248306,64.60741331,2.405063291,107270.1719,67647.13947,5.797101449,58.2592122,3174
Census tract,Tract 2213,17031221300,-87.6997541,41.9211256,13.37269885,0.25,153.6,20.6,0,9.400826446,79,89.52513966,51.25698324,2.628865979,75737.2176,45729.57235,23.93192081,44.88888889,2879
Census tract,Tract 2214,17031221400,-87.694532,41.9208013,7.697201018,0,166.8,15,0,18.07909605,107,92.31099656,63.10137457,2.440126525,96092.35058,55693.935,9.764631043,50.55222468,3144
Census tract,Tract 2215,17031221500,-87.6899513,41.9216468,11.51870873,0.5,101.4,14.6,0.2,16.36546185,66,89.16083916,47.2465035,2.298206278,65377.20801,42925.04022,19.66250917,64.95543672,2726
Census tract,Tract 2216,17031221600,-87.685098,41.9212455,1.774785802,0.199959566,59,5.8,0.15,6.12244898,84.01225564,98.34574028,80.31430935,0.846023689,145486.6954,88271.69423,5.171358629,70.81504702,3268
Census tract,Tract 2222,17031222200,-87.6838262,41.9159095,0.988397078,0,73,4.2,0.42,7.9002079,47,98.16360601,86.36616583,5.681818182,159770.2922,97929.51006,4.941985389,75.07943713,2327
Census tract,Tract 2225,17031222500,-87.6995969,41.9157082,8.865248227,0,38,9.4,,19.79522184,17.75425239,89.39393939,51.09427609,6.309751434,96259.94365,40405.84059,21.86761229,50.26486168,1692
Census tract,Tract 2226,17031222600,-87.7044798,41.9156388,9.681298857,0.25,49.8,9,0.4,16.49899396,30,87.39232576,58.10493344,3.700657895,84041.56028,45245.88602,11.06434155,54.05572755,1663
